Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11002565,World History 50 Key Milestones You Really Need to Know,Ian Crofton,"Crofton, Ian",,"=""1848661312""","=""9781848661318""",0,3.76,Quercus,Hardcover,208,2011,2010,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#80), non-fiction (#37)",unclassified-exclusive,,,,0,0
7632483,Psychology: Themes and Variations,Wayne Weiten,"Weiten, Wayne",,"=""1439001294""","=""9781439001295""",0,3.71,Wadsworth Publishing Company,Hardcover,707,2008,1900,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#79), non-fiction (#35)",unclassified-exclusive,,,,0,0
31846380,Guinness World Records 2009,Craig Glenday,"Glenday, Craig",,"=""0973551496""","=""9780973551495""",0,4.17,Jaguar Book Group,Hardcover,,2008,2008,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#78), non-fiction (#34)",unclassified-exclusive,,,,0,0
564184,A History of the Jewish People,H.H. Ben-Sasson,"Ben-Sasson, H.H.",,"=""0674397312""","=""9780674397316""",0,4.00,Harvard University Press,Paperback,1232,1985,1976,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#77), non-fiction (#33)",unclassified-exclusive,,,,0,0
7840206,The Routledge Atlas of Jewish History,Martin  Gilbert,"Gilbert, Martin",,"=""0415558115""","=""9780415558112""",0,4.09,Routledge,Paperback,183,2010,1995,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#76), non-fiction (#32)",unclassified-exclusive,,,,0,0
13029989,Gather Yourselves Together,Philip K. Dick,"Dick, Philip K.",,"=""054757262X""","=""9780547572628""",0,3.02,Mariner Books,Paperback,377,2012,1994,,2018/02/26,"to-read, fiction","to-read (#7), fiction (#122)",to-read,,,,0,0
28681696,Dictionary of Science (Get Results!),Geddes and Grosset,"Grosset, Geddes and",,"=""185534369X""","=""""",0,3.00,Geddes & Grosset,Paperback,,1998,,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#75), non-fiction (#30)",unclassified-exclusive,,,,0,0
11340513,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,"=""059306612X""","=""9780593066126""",0,4.05,Bantam Press,Hardcover,265,2011,2011,,2018/02/26,"non-fiction, unclassified-exclusive","non-fiction (#29), unclassified-exclusive (#74)",unclassified-exclusive,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",5,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,,2018/02/02,fiction,fiction (#120),read,,,,1,0
13227852,"Justice League, Volume 1: Origin",Geoff Johns,"Johns, Geoff","Jim Lee, Scott Williams, Carlos D'Anda, Ivan Reis, Sandra Hope, Paul Pelletier, Batt, Joe Prado, Mark   Irwin, Pat Brosseau, Jason Fabok, Alex Sinclair, Gabe Eltaeb, Tony Aviña","=""1401234615""","=""9781401234614""",0,3.98,DC Comics,Hardcover,192,2012,2012,,2018/02/26,"unclassified-exclusive, non-fiction","unclassified-exclusive (#73), non-fiction (#28)",unclassified-exclusive,,,,0,0
35811,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0312878605""","=""9780312878603""",0,4.30,Tom Doherty Associates/Orb Books,Paperback,966,2002,2000,,2018/02/26,"to-read, fiction","to-read (#6), fiction (#117)",to-read,,,,0,0
815647,Half Moon Investigations,Eoin Colfer,"Colfer, Eoin",,"=""0141382708""","=""9780141382708""",0,3.77,Puffin,Hardcover,311,2006,2006,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#67), fiction (#107)",unclassified-exclusive,,,,0,0
12162432,Where Things Come Back,John Corey Whaley,"Whaley, John Corey",,"=""1442413344""","=""9781442413344""",0,3.80,Atheneum Books for Young Readers,Paperback,228,2012,2011,,2018/02/25,"unclassified-exclusive, fiction","unclassified-exclusive (#72), fiction (#115)",unclassified-exclusive,,,,0,0
13583463,"The Legacies (Lorien Legacies: The Lost Files, #1-3)",Pittacus Lore,"Lore, Pittacus",,"=""0062211102""","=""9780062211101""",0,4.25,HarperCollins,Paperback,416,2012,2012,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#68), fiction (#108)",unclassified-exclusive,,,,0,0
6455562,Bloom,Wil McCarthy,"McCarthy, Wil",Chris     Moore,"=""1857988566""","=""9781857988567""",0,3.69,Millennium,Paperback,310,1998,1998,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#69), fiction (#109)",unclassified-exclusive,,,,0,0
2537569,Ghosts (Informania),Christopher Maynard,"Maynard, Christopher",,"=""0763607584""","=""9780763607586""",0,3.38,Candlewick,Hardcover,92,1999,1999,,2018/02/25,"unclassified-exclusive, non-fiction","unclassified-exclusive (#71), non-fiction (#22)",unclassified-exclusive,,,,0,0
7240582,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof,"Kristof, Nicholas D.",Sheryl WuDunn,"=""0307387097""","=""9780307387097""",0,4.28,Vintage,Paperback,296,2010,2008,,2018/02/25,"fiction, unclassified-exclusive","fiction (#112), unclassified-exclusive (#70)",unclassified-exclusive,,,,1,0
2175263,The Catcher In The Rye,J.D. Salinger,"Salinger, J.D.",,"=""0140237496""","=""9780140237498""",0,3.81,"Penguin Books, Limited (UK)",Paperback,208,1994,1951,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#65), fiction (#103)",unclassified-exclusive,,,,0,0
10082053,Alien Resurrection,A.C. Crispin,"Crispin, A.C.",,"=""0316875392""","=""9780316875394""",0,3.71,"Little, Brown & Company",Hardcover,256,1997,1997,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#63), fiction (#96)",unclassified-exclusive,,,,0,0
11363469,D.A.R.Y.L.,N.H. Kleinbaum,"Kleinbaum, N.H.",Jeanne V. Sandrois,"=""2253038466""","=""9782253038467""",0,3.44,Livre de Poche,,126,1986,1985,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#64), fiction (#98)",unclassified-exclusive,,,,0,0
10616322,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007444117""","=""9780007444113""",0,3.61,HarperCollins Children's Book's,Paperback,526,2013,2013,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#59), fiction (#77)",unclassified-exclusive,,,,0,0
8936442,Classic Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0143068601""","=""9780143068600""",0,4.28,Penguin,,1122,2010,1992,,2018/02/24,"fiction, unclassified-exclusive","fiction (#94), unclassified-exclusive (#62)",unclassified-exclusive,,,,0,0
1330637,Futuro azul,Eoin Colfer,"Colfer, Eoin",,"=""8484412962""","=""9788484412960""",0,3.86,Montena,Hardcover,304,2006,2004,,2018/02/24,"unclassified-exclusive, fiction","unclassified-exclusive (#66), fiction (#106)",unclassified-exclusive,,,,1,0
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""""","=""""",0,3.97,William Morrow Paperbacks,Paperback,349,2016,2016,,2018/02/24,"unclassified-exclusive, non-fiction","unclassified-exclusive (#61), non-fiction (#27)",unclassified-exclusive,,,,0,0
3506260,Positive Thinking,Vera Peiffer,"Peiffer, Vera",,"=""1862045283""","=""9781862045286""",0,3.72,Element Books,Paperback,192,1999,1989,,2018/02/24,"unclassified-exclusive, non-fiction","unclassified-exclusive (#60), non-fiction (#21)",unclassified-exclusive,,,,0,0
12971616,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,"Lore, Pittacus",,"=""0061974587""","=""9780061974588""",0,4.17,HarperCollins,Hardcover,372,2012,2012,,2018/02/18,"fiction, unclassified-exclusive","fiction (#72), unclassified-exclusive (#55)",unclassified-exclusive,,,,0,0
17132881,"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,"Lore, Pittacus",,"=""0718156501""","=""9780718156503""",0,4.22,Michael Joseph,Hardcover,352,2013,2013,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#54), fiction (#71)",unclassified-exclusive,,,,0,0
26812658,"The Fate of Ten (Lorien Legacies, #6)",Pittacus Lore,"Lore, Pittacus",,"=""0718178378""","=""9780718178376""",0,4.30,Michael Joseph,Hardcover,347,2015,2015,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#57), fiction (#74)",unclassified-exclusive,,,,0,0
8930976,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"Lore, Pittacus",,"=""024195357X""","=""9780241953570""",0,3.94,Penguin,Paperback,391,2011,2010,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#53), fiction (#70)",unclassified-exclusive,,,,0,0
5813802,Stories (How To Write),Celia Warren,"Warren, Celia",Ray Hanna,"=""1845389050""","=""9781845389055""",0,3.25,,,,,2007,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#52), fiction (#67)",unclassified-exclusive,,,,0,0
10740738,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"Lore, Pittacus",,"=""0718157958""","=""9780718157951""",0,4.15,Penguin Books,Paperback,380,2011,2011,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#56), fiction (#73)",unclassified-exclusive,,,,0,0
1142392,Apes and Monkeys (Kingfisher Young Knowledge),Barbara Taylor,"Taylor, Barbara",,"=""0753457601""","=""9780753457603""",0,4.08,Kingfisher,Hardcover,48,2004,2004,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#50), fiction (#65)",unclassified-exclusive,,,,0,0
6188013,How to Write Poems (How to Write...),Wes Magee,"Magee, Wes",,"=""1595663444""","=""9781595663443""",0,4.38,QEB Publishing,Library Binding,32,2008,2007,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#51), non-fiction (#20)",unclassified-exclusive,,,,0,0
3133539,"The Great Plague: The Diary of Alice Paynton, London, 1665-1666",Pamela Oldfield,"Oldfield, Pamela",,"=""1407104780""","=""9781407104782""",0,3.74,Scholastic,Paperback,160,2008,2001,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#48), fiction (#63)",unclassified-exclusive,,,,0,0
11560914,Whisper,Chrissie Keighery,"Keighery, Chrissie",,"=""1921759321""","=""9781921759321""",0,4.04,Hardie Grant Egmont,Paperback,256,2011,2011,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#49), fiction (#64)",unclassified-exclusive,,,,0,0
18528413,The Returned,Jason Mott,"Mott, Jason",,"=""0778317072""","=""9780778317074""",0,3.30,Harlequin MIRA,Paperback,338,2014,2013,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#47), fiction (#60)",unclassified-exclusive,,,,0,0
907967,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford,"Swofford, Anthony",,"=""141651340X""","=""9781416513407""",0,3.67,Pocket,Mass Market Paperback,384,2005,2003,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#42), fiction (#54)",unclassified-exclusive,,,,0,0
16433,"Forever Odd (Odd Thomas, #2)",Dean Koontz,"Koontz, Dean",,"=""0553588265""","=""9780553588262""",0,3.98,Bantam Books,Paperback,364,2006,2005,,2018/02/18,"unclassified-exclusive, e-shelf, fiction","unclassified-exclusive (#44), e-shelf (#5), fiction (#56)",unclassified-exclusive,,,,0,0
864759,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,"Rennison, Louise",,"=""0007218672""","=""9780007218677""",0,3.75,Harper Collins Children's Books,Paperback,237,2005,1999,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#41), fiction (#53)",unclassified-exclusive,,,,0,0
355763,"Too Little, Too Late",Colette Caddle,"Caddle, Colette",,"=""0340794429""","=""9780340794425""",0,3.59,Coronet Books,Paperback,480,2001,1999,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#40), fiction (#52)",unclassified-exclusive,,,,0,0
830574,Twelve Red Herrings,Jeffrey Archer,"Archer, Jeffrey",,"=""0330419064""","=""9780330419062""",0,3.78,HarperCollins,Mass Market Paperback,406,1994,1994,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#45), fiction (#58)",unclassified-exclusive,,,,0,0
15796893,The Jungle Book,Rudyard Kipling,"Kipling, Rudyard",,"=""0099573024""","=""9780099573029""",0,3.91,Vintage Children's Classics,Paperback,256,2012,1894,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#37), fiction (#49)",unclassified-exclusive,,,,0,0
8601212,True Spirit: The Aussie Girl Who Took On The World,Jessica Watson,"Watson, Jessica",,"=""0733624979""","=""9780733624971""",0,3.92,Hachette Australia,Paperback,367,2010,2010,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#34), fiction (#46)",unclassified-exclusive,,,,0,0
964095,No Gun for Asmir,Christobel Mattingley,"Mattingley, Christobel",Elizabeth Honey,"=""0140367292""","=""9780140367294""",0,3.86,Penguin Australia,Paperback,,1993,1993,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#33), fiction (#45)",unclassified-exclusive,,,,0,0
20945804,Blood on the Sun,Stuart M. Kaminsky,"Kaminsky, Stuart M.",,"=""1476786879""","=""9781476786872""",0,3.75,Gallery Books,Paperback,320,2014,2006,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#39), fiction (#51)",unclassified-exclusive,,,,0,0
909199,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0006545793""","=""9780006545798""",0,3.99,Flamingo Modern Classics,Mass Market Paperback,252,1994,1932,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#38), fiction (#50)",unclassified-exclusive,,,,0,0
11230081,Seriously... I'm Kidding,Ellen DeGeneres,"DeGeneres, Ellen",,"=""0446585025""","=""9780446585026""",0,3.69,Grand Central Publishing,Hardcover,241,2011,2011,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#35), fiction (#47)",unclassified-exclusive,,,,0,0
6864173,"Little Piece Of Ground, A",Elizabeth Laird,"Laird, Elizabeth",,"=""0330436791""","=""9780330436793""",0,3.85,Macmillan Children's Books,Paperback,160,2003,2003,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#36), fiction (#48)",unclassified-exclusive,,,,0,0
1951720,Pocahontas,Walt Disney Company,"Company, Walt Disney",,"=""1570821143""","=""9781570821141""",0,4.24,Mouse Works,Hardcover,96,1995,1995,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#26), fiction (#34)",unclassified-exclusive,,,,0,0
10397655,Between,Jessica Warman,"Warman, Jessica",,"=""0802721826""","=""9780802721822""",0,3.95,Walker & Company,Hardcover,454,2011,2011,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#30), fiction (#42)",unclassified-exclusive,,,,0,0
82605,"Darkness, Be My Friend (Tomorrow, #4)",John Marsden,"Marsden, John",,"=""""","=""""",0,4.10,Pan,Paperback,274,1997,1996,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#31), fiction (#43)",unclassified-exclusive,,,,0,0
29430877,"The Misfit Economy: Lessons in Creativity from Pirates, Hackers, Gangsters and Other Informal Entrepreneurs",Alexa Clay,"Clay, Alexa",Kyra Maya Phillips,"=""1451688830""","=""9781451688832""",2,3.31,Simon  Schuster,Paperback,256,2016,2015,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#28), non-fiction (#17)",unclassified-exclusive,,,,0,0
13266862,Keeping Secrets: Two Books in One: Saving Zoe and Faking 19,Alyson Noel,"Noel, Alyson",,"=""1250018625""","=""9781250018625""",0,3.69,St. Martin's Griffin,Paperback,448,2012,2012,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#32), fiction (#44)",unclassified-exclusive,,,,0,0
1108136,Amazing Rare Things: The Art of Natural History in the Age of Discovery,David Attenborough,"Attenborough, David","Susan Owens, Martin Clayton, Rea Alexandratos","=""030012547X""","=""9780300125474""",0,4.09,Yale University Press,Hardcover,224,2007,2007,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#27), non-fiction (#3)",unclassified-exclusive,,,,0,0
17906134,A Writer's Notebook: How to Write Funny Stories,Rachel E. Lisberg,"Lisberg, Rachel E.",,"=""0439444500""","=""""",0,3.00,Scholastic,Paperback,112,2002,2002,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#24), non-fiction (#15)",unclassified-exclusive,,,,0,0
13705622,Hacker's Delight,Henry S. Warren Jr.,"Jr., Henry S. Warren",,"=""0321842685""","=""9780321842688""",0,4.21,Addison-Wesley Professional,Hardcover,512,2012,2002,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#22), non-fiction (#25)",unclassified-exclusive,,,,0,0
15931814,Hidden Food Allergies: Is What You Eat Making You Ill?. Patrick Holford and James Braly,Patrick Holford,"Holford, Patrick",James Braly,"=""0749958154""","=""9780749958152""",0,4.11,Piatkus Books,Paperback,186,2012,2007,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#20), non-fiction (#13)",unclassified-exclusive,,,,0,0
9989563,Wisdom. Peace,Andrew Zuckerman,"Zuckerman, Andrew",,"=""081098475X""","=""9780810984752""",0,3.92,ABRAMS,Hardcover,160,2009,2008,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#21), fiction (#29)",unclassified-exclusive,,,,0,0
15745833,Rupert Murdoch: An Investigation of Political Power,David McKnight,"McKnight, David",,"=""1742373526""","=""9781742373522""",0,3.46,Harper Collins Publishers Australia,Paperback,296,2012,2012,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#23), non-fiction (#14)",unclassified-exclusive,,,,0,0
2033888,Lion King Read Along With Book,Walt Disney Company,"Company, Walt Disney",,"=""1557235910""","=""9781557235916""",0,4.33,Walt Disney Records & Audio,Paperback,0,1994,2011,,2018/02/18,"unclassified-exclusive, fiction","unclassified-exclusive (#25), fiction (#33)",unclassified-exclusive,,,,0,0
34931647,After I've Gone,Linda Green,"Green, Linda",,"=""1786483033""","=""9781786483034""",0,4.13,Quercus,Paperback,431,2017,2017,,2018/02/17,"unclassified-exclusive, fiction","unclassified-exclusive (#14), fiction (#22)",unclassified-exclusive,,,,0,0
34449020,The Choice,Samantha   King,"King, Samantha",,"=""0349414688""","=""9780349414683""",0,3.69,"Little, Brown",Paperback,336,2017,2017,,2018/02/17,"unclassified-exclusive, fiction","unclassified-exclusive (#12), fiction (#20)",unclassified-exclusive,,,,0,0
33820525,If You Knew Her,Emily Elgar,"Elgar, Emily",,"=""1408706806""","=""9781408706800""",0,3.83,"Little, Brown Book Group",Paperback,384,2017,2017,,2018/02/17,"unclassified-exclusive, fiction","unclassified-exclusive (#13), fiction (#21)",unclassified-exclusive,,,,0,0
26703091,Diabetes Type 2 You Can Reverse It Naturally!,Sandra Cabot,"Cabot, Sandra",,"=""0982933622""","=""9780982933626""",0,4.19,SCB International,Paperback,173,2011,2001,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#18), non-fiction (#10)",unclassified-exclusive,,,,0,0
10035893,Green is Good: An Insider's Account of the Battle to Make Australia a Green Nation,Jeff Angel,"Angel, Jeff",,"=""0733323502""","=""9780733323508""",0,3.00,ABC Books - AU,Paperback,272,2008,2008,,2018/02/18,"unclassified-exclusive, non-fiction","unclassified-exclusive (#19), non-fiction (#1)",unclassified-exclusive,,,,0,0
31945797,The One Who Got Away,Caroline Overington,"Overington, Caroline",,"=""0732299756""","=""9780732299750""",0,3.36,HarperCollins - AU,Paperback,336,2016,2016,,2018/02/17,"unclassified-exclusive, fiction","unclassified-exclusive (#15), fiction (#23)",unclassified-exclusive,,,,0,0
31416079,The DNA of Orphan Black,Abbie Bernstein,"Bernstein, Abbie",,"=""1783297964""","=""9781783297962""",0,4.61,Titan Books (UK),Paperback,256,2017,,,2017/12/13,"fiction, unclassified-exclusive","fiction (#11), unclassified-exclusive (#8)",unclassified-exclusive,,,,0,0
6865920,Pack,Tom Pow,"Pow, Tom",,"=""0099475634""","=""9780099475637""",4,3.14,RED FOX BOOKS (RAND),Paperback,129,2004,2004,,2018/02/02,"fiction, unclassified-exclusive","fiction (#16), unclassified-exclusive (#17)",unclassified-exclusive,,,,1,0
4773477,The Diabetes Revolution: A groundbreaking guide to reducing your insulin dependency,Charles Clark,"Clark, Charles",Maureen Clark,"=""0091912644""","=""9780091912642""",0,3.23,Vermilion,Paperback,304,2008,2008,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#5), non-fiction (#7)",unclassified-exclusive,,,,0,0
13509069,Life on Air,David Attenborough,"Attenborough, David",,"=""1849900019""","=""9781849900010""",0,4.42,BBC Books,Paperback,416,2010,2002,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#7), non-fiction (#2)",unclassified-exclusive,,,,0,0
33911524,Where I Lost Her,T. Greenwood,"Greenwood, T.",,"=""1786490803""","=""9781786490803""",0,3.90,Corvus,Paperback,,2017,2016,,2018/02/17,"unclassified-exclusive, fiction","unclassified-exclusive (#11), fiction (#19)",unclassified-exclusive,,,,0,0
12654313,Australian Concise Oxford Dictionary,Bruce Moore,"Moore, Bruce",,"=""0195568869""","=""9780195568868""",0,5.00,"Oxford University Press, USA",Hardcover,1800,2011,2009,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#6), non-fiction (#8)",unclassified-exclusive,,,,0,0
18395524,Grammar - A concise guide to modern grammar: Pascal's Basic Primary,P. Walker,"Walker, P.",,"=""1864410604""","=""9781864410600""",0,3.50,Pascal Press,Paperback,120,2005,2005,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#9), non-fiction (#24)",unclassified-exclusive,,,,0,0
21382244,Child's World Encyclopedia,Sue Grabham,"Grabham, Sue",,"=""1856972569""","=""9781856972567""",0,4.75,Kingfisher Books Ltd,Hardcover,496,1994,1994,,2017/12/13,"fiction, unclassified-exclusive","fiction (#4), unclassified-exclusive (#2)",unclassified-exclusive,,,,0,0
12511068,"Hey, Whipple, Squeeze This: The Classic Guide to Creating Great Ads",Luke Sullivan,"Sullivan, Luke",,"=""""","=""9781118101339""",0,4.22,Wiley,Paperback,400,2012,1998,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#10), non-fiction (#5)",unclassified-exclusive,,,,0,0
6865291,E.Encyclopedia Science (Encyclopedia),C. Woodford,"Woodford, C.",,"=""1405303042""","=""9781405303040""",0,4.00,Dorling Kindersley Publishers Ltd,Hardcover,384,2004,2004,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#3), non-fiction (#23)",unclassified-exclusive,,,,0,0
16248728,Programming in C,Stephen G. Kochan,"Kochan, Stephen G.",,"=""0321776410""","=""9780321776419""",0,3.97,Addison-Wesley Professional,Paperback,544,2014,,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#1), non-fiction (#4)",unclassified-exclusive,,,,0,0
18406656,Running Meetings (HBR 20-Minute Manager Series),Harvard Business School Press,"Press, Harvard Business School",,"=""1625272251""","=""9781625272256""",0,3.55,Harvard Business Review Press,Paperback,112,2014,2014,,2017/12/13,"unclassified-exclusive, non-fiction","unclassified-exclusive (#4), non-fiction (#6)",unclassified-exclusive,,,,0,0
10361330,HTML and CSS: Design and Build Websites,Jon Duckett,"Duckett, Jon",,"=""1118008189""","=""9781118008188""",0,4.32,Wiley,Paperback,514,2011,2011,,2018/02/18,non-fiction,non-fiction (#11),read,,,,1,0
35463990,"A Rare Book of Cunning Device (Rivers of London, #6.5)",Ben Aaronovitch,"Aaronovitch, Ben",Kobna Holdbrook-Smith,"=""""","=""""",0,3.71,Audible Studios,Audible Audio,1,2017,2017,,2018/02/26,"to-read, e-shelf","to-read (#5), e-shelf (#16)",to-read,,,,0,0
948494,The Artemis Fowl Files,Eoin Colfer,"Colfer, Eoin",,"=""0141381272""","=""9780141381275""",0,3.78,,ebook,,2004,2004,,2018/02/25,"to-read, fiction","to-read (#4), fiction (#113)",to-read,,,,0,0
3091710,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494194""","=""9781841494197""",0,4.09,Orbit,Paperback,593,2009,2008,,2018/02/24,fiction,fiction (#111),read,,,,1,0
567700,"The State of the Art (Culture, #4)",Iain M. Banks,"Banks, Iain M.",,"=""1857230302""","=""9781857230307""",0,3.84,Orbit,Mass Market Paperback,216,1993,1991,,2018/02/24,"to-read, fiction","to-read (#3), fiction (#110)",to-read,,,,0,0
2774497,"The Curse of Camp Cold Lake (Goosebumps, #56)",R.L. Stine,"Stine, R.L.",,"=""0590568930""","=""9780590568937""",0,3.77,Scholastic Inc.,Paperback,134,1997,1997,,2018/02/24,fiction,fiction (#104),read,,,,1,0
21103678,"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""""","=""""",5,4.17,Gollancz,Paperback,357,2014,2013,,2018/02/24,fiction,fiction (#84),read,,,,1,0
35783831,The Book Thief,Markus Zusak,"Zusak, Markus",Trudy White,"=""""","=""""",0,4.39,Picador,Hardcover,584,2005,2006,,2018/02/18,"to-read, fiction, e-shelf","to-read (#2), fiction (#61), e-shelf (#11)",to-read,,,,1,0
22743827,"The Long Way Down (Daniel Faust, #1)",Craig Schaefer,"Schaefer, Craig",,"=""0990339319""","=""9780990339311""",0,3.94,Demimonde Books,Paperback,366,2014,2014,,2018/02/10,"e-shelf, to-read","e-shelf (#3), to-read (#1)",to-read,,,,0,0
10381195,"Moon Over Soho (Rivers of London, #2)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097604""","=""9780575097605""",4,4.09,Gollancz,Hardcover,375,2011,2011,,2018/02/02,,,read,,,,1,0
1350249,Disney's The Lion King,Justine Korman Fontes,"Fontes, Justine Korman",,"=""0717283534""","=""9780717283538""",0,4.49,Grolier Books,Hardcover,44,1994,1994,,2018/02/18,fiction,fiction (#62),read,,,,1,0
24987978,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""0553459384""","=""9780553459388""",5,4.24,Broadway Books,Paperback,374,2015,2011,,2018/02/18,fiction,fiction (#57),read,,,,0,0
25613374,Armada,Ernest Cline,"Cline, Ernest",,"=""0099586746""","=""9780099586746""",3,3.54,Arrow,Paperback,357,2016,2015,,2017/12/13,fiction,fiction (#2),read,,,,1,0
1265289,The Automatic Detective,A. Lee Martinez,"Martinez, A. Lee",,"=""0765318342""","=""9780765318343""",4,3.97,Tor Books,Paperback,320,2008,2008,,2018/02/10,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.32,Scholastic Press,Hardcover,374,2008,2008,,2018/02/02,,,read,,,,1,0
1450716,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois","Paul Cox, Margaret Mahy","=""""","=""""",4,4.13,HarperCollins Children's Books,Paperback,224,2008,1993,,2018/02/02,fiction,fiction (#15),read,,,,1,0
10057167,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,"=""0356500284""","=""9780356500287""",5,3.99,Orbit,Paperback,345,2011,2001,,2017/12/13,fiction,fiction (#12),read,,,,1,0
